shape_id,direction_id,trip_id,direction_name,wheelchair_accessible,trip_headsign,block_id,route_id,service_id
100.0.20812857814_Timetable_-_2024-02,1,5123__4011_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4011_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5124__4013_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4013_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5125__4010_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4010_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5126__4060_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4060_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5127__4033_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4033_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5128__4009_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4009_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5129__4015_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4015_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.1046829421_Timetable_-_2024-02,0,512__64007_Timetable_-_2024-02,Northbound,1,Harmony,b_64007_Timetable_-_2024-02,405,Saturday
100.0.20812857814_Timetable_-_2024-02,1,5130__4011_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4011_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5131__4013_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4013_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5132__4010_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4010_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.20812857814_Timetable_-_2024-02,1,5133__4060_Timetable_-_2024-02,Southbound,1,C - Oshawa Centre Terminal,b_4060_Timetable_-_2024-02,901,Weekday_merged_999966
100.0.2081285788_Timetable_-_2024-02,1,5134__4013_Timetable_-_2024-02,Southbound,1,A - Lakeview Park,b_4013_Timetable_-_2024-02,901,Weekday_merged_999966
